0.076771,14.202705,blueafter17
0.152373,26.969938,boriklaus
0.087669,8.766860,Broderick
0.057122,13.994942,brutwater
0.089817,76.883178,buchangkun
0.121144,11.387530,bullchen
0.130063,21.720543,bunnyrabbit
0.116179,6.970722,burgooooooooooo
0.075252,20.092173,ButterflyTatto
0.051814,9.741024,c20010122
0.089815,117.837557,c8h10n4o2
0.115720,29.508524,CammyWhite
0.082659,1.983815,candy1010
0.140305,23.430989,CandyBox
0.102323,29.366772,candy_maoshijia
0.091322,65.112873,captainadong
0.110621,28.540257,cat-leo
0.075817,144.508136,catherine_koo
0.100634,51.424209,catiou52r
0.141060,10.861657,cc123go
0.055332,20.085499,chenjin.red
0.085210,17.468023,chenyuqun
0.074557,7.008315,chen_cao
0.082752,4.634127,Cherrie.
0.125683,18.601058,cherry.pjj
0.143320,41.419349,cherryoung
0.083248,100.147656,chounvkui
0.106891,1.496479,chrisking2020
0.100481,9.545710,chrisnmoon
0.088889,13.599965,Cincky.XiN
0.112011,24.082427,civil
0.100325,7.223399,cjzheng
0.072362,34.516896,ClaireCheung114
0.101387,10.949805,clarify
0.086079,19.281753,closet
0.100126,16.420641,clovernubi
0.122024,6.467297,CME
0.059124,15.017510,cody555
0.055464,5.379996,coffeeland
0.035852,2.366230,coffeeman
0.152401,76.810096,conan575
0.067466,4.790060,cookiemoon
0.119334,30.907478,cory1990
0.069855,0.488985,cos719
0.118425,55.778228,CosimoLau
0.115105,38.560256,crankysophia
0.121218,10.545927,Cray
0.101207,87.442724,cream.cx
0.109755,31.170527,crystalDave
0.117622,7.763074,crystalittle
0.161130,10.473431,Cr_Rui
0.069834,8.100791,cskywalker
0.098602,31.651360,Cutebabyblue
0.117909,21.813113,daisychen1942
0.080414,3.136132,daisyisme
0.140486,5.197967,daiting
0.103633,29.017144,dancelu
0.142894,25.720988,DanielleWolf
0.097334,8.857433,DansMonile
0.063471,23.484187,darchang
0.081217,14.375376,ddww911028
0.062369,19.708556,dearmore
0.061451,7.927205,debut-joy
0.046460,3.809736,dengxiaolin
0.051500,7.724947,dingpaopao
0.089548,17.461786,dinoel
0.100694,16.010414,djcc
0.081820,22.091302,dodososo
0.064519,3.742078,doingmiss
0.135028,6.481358,dongdongwushy
0.129987,48.095195,doradora
0.120382,19.261110,dorame
0.146307,6.437513,dov8
0.052186,5.740487,DPYiSuo
0.058099,22.774774,Draculala
0.064631,6.915474,dreamerangela
0.064510,23.675021,dreammakeronly
0.106908,16.784482,drtsb
0.082089,4.350701,dryjjd
0.128282,24.501913,duhuitang
0.105186,5.469668,dum
0.083176,7.153163,duoduo0429
0.072865,5.100565,durell
0.143997,10.655800,Dycass
0.138285,7.190838,dyingqueen
0.081398,8.628167,ECHO0707
0.067384,17.385018,echozjx
0.114704,5.046986,effiemars
0.074040,10.143453,effiewoo
0.134444,60.365393,emolawong
0.110605,2.986333,EniAn
0.089843,9.882759,enid_lu
0.063110,4.417677,erickyee
0.101936,27.930421,ericowen
0.090089,20.450311,Esperanza_
0.115603,10.057442,estragon
0.094550,7.847629,eternitydarling
0.096627,7.150367,Eudemonia-moon
0.112141,14.354081,eve42
0.082512,5.033212,evilynq
0.073044,5.113109,fallenisland
0.056772,2.441180,ffaayy999
0.124134,41.336546,fleapet
0.212077,20.571447,flyingzorro
0.103965,5.510120,foreverlandvan
0.057723,2.193456,formydream
0.127834,53.178856,foying
0.075625,5.142517,francseca
0.168231,26.412299,free-999
0.089470,10.467977,frejaja
0.085152,29.973643,freshyyblue
0.082737,19.029576,fujitasatoki
0.156322,30.951680,fuloli
0.091898,6.708585,furore
0.112441,8.208210,gaojieting
0.091940,27.306296,garfieldcr
0.074592,9.846178,gattinatt
0.180635,3.793335,genial
0.080643,7.177183,genie37
0.076341,11.527555,golfmike
0.115531,5.545464,goofyscott
0.165828,8.623081,gossipatupper
0.070199,5.545737,grace090216
0.077948,55.654713,gracekelly
0.101079,23.046063,greenlinkin
0.061691,4.256664,greysky73
0.076587,48.479576,guoru1986
0.050746,5.886493,gzc2zgl
0.074591,17.379815,hara_zeki
0.086276,9.145237,harrykan
0.118856,24.840815,hata202
0.162789,16.441706,HAYATE-RIN
0.091419,73.775246,hearingmoon
0.125006,4.750213,hewenxinghl
#hexiaoqin
